,Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated,Timestamp
2893,240,2009,08,28,19,True,0.519695044,78,29,6.6,4,10.0,32,13.0,29.9,271,2009-08-28
2892,240,2009,08,28,16,True,0.290978399,78,29,6.6,4,10.0,19,20.0,29.91,9224,2009-08-28
2894,240,2009,08,28,22,False,0.74841169,78,29,6.6,1,10.0,45,6.0,29.92,0,2009-08-28
2890,240,2009,08,28,10,True,0.166454892,78,29,6.6,3,10.0,66,3.0,29.97,23873,2009-08-28
2888,240,2009,08,28,4,False,0.623888183,78,29,6.6,3,10.0,52,0.0,29.94,0,2009-08-28
2887,240,2009,08,28,1,False,0.852604828,78,29,6.6,3,10.0,72,6.0,29.97,0,2009-08-28
2889,240,2009,08,28,7,True,0.395171537,78,29,6.6,3,10.0,71,0.0,29.97,4957,2009-08-28
2901,241,2009,08,29,19,True,0.521019108,74,29,12.4,1,10.0,70,21.0,29.81,586,2009-08-29
2900,241,2009,08,29,16,True,0.291719745,74,29,12.4,1,10.0,43,30.0,29.82,16587,2009-08-29
2899,241,2009,08,29,13,True,0.062420382,74,29,12.4,1,10.0,40,24.0,29.86,29731,2009-08-29
2902,241,2009,08,29,22,False,0.750318471,74,29,12.4,1,10.0,81,14.0,29.84,0,2009-08-29
2897,241,2009,08,29,7,True,0.396178344,74,29,12.4,1,10.0,66,0.0,29.91,0,2009-08-29
2896,241,2009,08,29,4,False,0.625477707,74,29,12.4,1,10.0,57,3.0,29.89,0,2009-08-29
2895,241,2009,08,29,1,False,0.85477707,74,29,12.4,1,10.0,46,5.0,29.9,0,2009-08-29
2898,241,2009,08,29,10,True,0.166878981,74,29,12.4,1,10.0,74,0.0,29.9,7263,2009-08-29
2903,242,2009,08,30,1,False,0.855683269,61,27,15.8,1,10.0,90,18.0,29.83,0,2009-08-30
2904,242,2009,08,30,4,False,0.625798212,61,27,15.8,1,10.0,90,13.0,29.84,0,2009-08-30
2905,242,2009,08,30,7,True,0.395913155,61,27,15.8,2,10.0,90,8.0,29.86,884,2009-08-30
2906,242,2009,08,30,10,True,0.166028097,61,27,15.8,2,10.0,75,14.0,29.88,15348,2009-08-30
2907,242,2009,08,30,13,True,0.06385696,61,27,15.8,2,10.0,68,23.0,29.86,32524,2009-08-30
2908,242,2009,08,30,16,True,0.293742018,61,27,15.8,2,10.0,73,20.0,29.83,17294,2009-08-30
2909,242,2009,08,30,19,True,0.523627075,61,27,15.8,3,10.0,84,17.0,29.85,895,2009-08-30
2910,242,2009,08,30,22,False,0.753512133,61,27,15.8,4,10.0,90,13.0,29.87,0,2009-08-30
2915,243,2009,08,31,13,True,0.064020487,63,27,13.9,1,10.0,66,15.0,29.91,29490,2009-08-31
2916,243,2009,08,31,16,True,0.294494238,63,27,13.9,2,10.0,68,21.0,29.88,17257,2009-08-31
2914,243,2009,08,31,10,True,0.166453265,63,27,13.9,4,10.0,75,10.0,29.93,6995,2009-08-31
2917,243,2009,08,31,19,True,0.52496799,63,27,13.9,2,10.0,81,17.0,29.87,677,2009-08-31
2912,243,2009,08,31,4,False,0.627400768,63,27,13.9,4,10.0,90,11.0,29.86,0,2009-08-31
2911,243,2009,08,31,1,False,0.85787452,63,27,13.9,4,10.0,93,11.0,29.86,0,2009-08-31
2913,243,2009,08,31,7,True,0.396927017,63,27,13.9,4,10.0,87,9.0,29.9,464,2009-08-31
2918,243,2009,08,31,22,False,0.755441741,63,27,13.9,1,10.0,81,11.0,29.9,0,2009-08-31
